cefr levels,grammar,infinitive,imperativ,presens,preteritum,supinum,note
C1,att,förfoga,,förfogar,förfogade,förfogat,
C1,att,heja,,hejar,hejade,hejat,
C1,att,flöda,,flödar,flödade,flödat,
C1,att,utebli,,uteblir,uteblev,uteblivit,
C1,att,spotta,,spottar,spottade,spottat,
C1,att,attrahera,,attraherar,attraherade,attraherat,
C1,att,censurera,,censurerar,censurerade,censurerat,
C1,att,lindra,,lindrar,lindrade,lindrat,
C1,att,omnämna,,omnämner,omnämnde,omnämnt,
C1,att,avspegla,,avspeglar,avspeglade,avspeglat,
C1,att,tydliggöra,,tydliggör,tydliggjorde,tydliggjort,
C1,att,fortgå,,fortgår,fortgick,fortgått,
C1,att,applicera,,applicerar,applicerade,applicerat,
C1,att,jämställa,,jämställer,jämställde,jämställt,
C1,att,välsigna,,välsignar,välsignade,välsignat,
C1,att,blomma,,blommar,blommade,blommat,
C1,att,sopa,,sopar,sopade,sopat,
C1,att,prenumerera,,prenumererar,prenumererade,prenumererat,
C1,att,förfalla,,förfaller,förföll,förfallit,
C1,att,skrapa,,skrapar,skrapade,skrapat,
C1,att,uppgradera,,uppgraderar,uppgraderade,uppgraderat,
C1,att,anteckna,,antecknar,antecknade,antecknat,
C1,att,legitimera,,legitimerar,legitimerade,legitimerat,
C1,att,kretsa,,kretsar,kretsade,kretsat,
C1,att,intensifiera,,intensifierar,intensifierade,intensifierat,
C1,att,jubla,,jublar,jublade,jublat,
C1,att,effektivisera,,effektiviserar,effektiviserade,effektiviserat,
C1,att,beskåda,,beskådar,beskådade,beskådat,
C1,att,härröra,,härrör,härrörde,härrört,
C1,att,peta,,petar,petade,petat,
C1,att,tanka,,tankar,tankade,tankat,
C1,att,klappa,,klappar,klappade,klappat,
C1,att,varva,,varvar,varvade,varvat,
C1,att,fostra,,fostrar,fostrade,fostrat,
C1,att,förakta,,föraktar,föraktade,föraktat,
C1,att,utbrista,,utbrister,utbrast,utbrustit,
C1,att,underlåta,,underlåter,underlät,underlåtit,
C1,att,pyssla,,pysslar,pysslade,pysslat,
C1,att,urholka,,urholkar,urholkade,urholkat,
C1,att,skina,,skiner,sken,skinit,
C1,att,envisas,,envisas,envisades,envisats,
C1,att,trygga,,tryggar,tryggade,tryggat,
C1,att,såra,,sårar,sårade,sårat,
C1,att,associera,,associerar,associerade,associerat,
C1,att,sucka,,suckar,suckade,suckat,
C1,att,tillgå,,tillgår,tillgick,tillgått,
C1,att,avlyssna,,avlyssnar,avlyssnade,avlyssnat,
C1,att,signalera,,signalerar,signalerade,signalerat,
A2,att,närma,,närmar,närmade,närmat,
A2,att,förhålla,,förhåller,förhöll,förhållit,
B1,att,motsätta,,motsätter,motsatte,motsatt,
B2,att,bosätta,,bosätter,bosatte,bosatt,
B2,att,åta,,åtar,åtog,åtagit,
B2,att,revidera,,reviderar,reviderade,reviderat,
B2,att,återupprätta,,återupprättar,återupprättade,återupprättat,
B2,att,prisa,,prisar,prisade,prisat,
B2,att,färga,,färgar,färgade,färgat,
B2,att,matcha,,matchar,matchade,matchat,
B2,att,adoptera,,adopterar,adopterade,adopterat,
B2,att,verifiera,,verifierar,verifierade,verifierat,
B2,att,tillfredsställa,,tillfredsställer,tillfredsställde,tillfredsställt,
B2,att,uppfostra,,uppfostrar,uppfostrade,uppfostrat,
B2,att,förbruka,,förbrukar,förbrukade,förbrukat,
B2,att,beskylla,,beskyller,beskyllde,beskyllt,
B2,att,reparera,,reparerar,reparerade,reparerat,
C1,att,involvera,,involverar,involverade,involverat,
C1,att,härleda,,härleder,härledde,härlett,
C1,att,utbyta,,utbyter,utbytte,utbytt,
C1,att,sponsra,,sponsrar,sponsrade,sponsrat,
C1,att,slakta,,slaktar,slaktade,slaktat,
C1,att,uppröra,,upprör,upprörde,upprört,
C1,att,summera,,summerar,summerade,summerat,
C1,att,underminera,,underminerar,underminerade,underminerat,
C1,att,fullborda,,fullbordar,fullbordade,fullbordat,
C1,att,berömma,,berömmer,berömde,berömt,
C1,att,bestraffa,,bestraffar,bestraffade,bestraffat,
C1,att,närvara,,närvarar,närvarade,närvarat,
C1,att,sola,,solar,solade,solat,
C1,att,berika,,berikar,berikade,berikat,
C1,att,underkasta,,underkastar,underkastade,underkastat,
C1,att,duscha,,duschar,duschade,duschat,
C1,att,tolerera,,tolererar,tolererade,tolererat,
C1,att,urskilja,,urskiljer,urskilde,urskilt,
C1,att,förordna,,förordnar,förordnade,förordnat,
C1,att,droppa,,droppar,droppade,droppat,
C1,att,tugga,,tuggar,tuggade,tuggat,
C1,att,reservera,,reserverar,reserverade,reserverat,
C1,att,snöa,,snöar,snöade,snöat,
C1,att,implementera,,implementerar,implementerade,implementerat,
C1,att,uppbära,,uppbär,uppbar,uppburit,
C1,att,separera,,separerar,separerade,separerat,
C1,att,kidnappa,,kidnappar,kidnappade,kidnappat,
C1,att,framlägga,,framlägger,framlade,framlagt,
C1,att,förorsaka,,förorsakar,förorsakade,förorsakat,
C1,att,tortera,,torterar,torterade,torterat,
C1,att,befalla,,befallar,befallade,befallat,
C1,att,vålla,,vållar,vållade,vållat,
C1,att,förutsäga,,förutsäger,förutsade,förutsagt,
C1,att,begrunda,,begrundar,begrundade,begrundat,
C1,att,manifestera,,manifesterar,manifesterade,manifesterat,
C1,att,bekanta,,bekantar,bekantade,bekantat,
C1,att,angå,,angår,angick,angått,
C1,att,äventyra,,äventyrar,äventyrade,äventyrat,
C1,att,sväva,,svävar,svävade,svävat,
C1,att,insistera,,insisterar,insisterade,insisterat,
C1,att,exploatera,,exploaterar,exploaterade,exploaterat,
C1,att,förväxla,,förväxlar,förväxlade,förväxlat,
C1,att,utstå,,utstår,utstod,utstått,
C1,att,bädda,,bäddar,bäddade,bäddat,
C1,att,grilla,,grillar,grillade,grillat,
C1,att,slappna,,slappnar,slappnade,slappnat,
C1,att,tippa,,tippar,tippade,tippat,
C1,att,precisera,,preciserar,preciserade,preciserat,
C1,att,skoja,,skojar,skojade,skojat,
C1,att,framhäva,,framhäver,framhävde,framhävt,
C1,att,strypa,,stryper,strypte,strypt,
C1,att,författa,,författar,författade,författat,
C1,att,bifoga,,bifogar,bifogade,bifogat,
C1,att,parkera,,parkerar,parkerade,parkerat,
C1,att,uträtta,,uträttar,uträttade,uträttat,
C1,att,belasta,,belastar,belastade,belastat,
C1,att,fascinera,,fascinerar,fascinerade,fascinerat,
C1,att,gagna,,gagnar,gagnade,gagnat,
C1,att,modifiera,,modifierar,modifierade,modifierat,
C1,att,realisera,,realiserar,realiserade,realiserat,
C1,att,skymta,,skymtar,skymtade,skymtat,
C1,att,avlägga,,avlägger,avlade,avlagt,
C1,att,föreläsa,,föreläser,föreläste,föreläst,
C1,att,klassificera,,klassificerar,klassificerade,klassificerat,
C1,att,spruta,,sprutar,sprutade,sprutat,
C1,att,spärra,,spärrar,spärrade,spärrat,
C1,att,blomstra,,blomstrar,blomstrade,blomstrat,
C1,att,behaga,,behagar,behagade,behagat,
C1,att,drunkna,,drunknar,drunknade,drunknat,
C1,att,steka,,steker,stekte,stekt,
C1,att,bedra,,bedrar,bedrog,bedragit,
C1,att,läka,,läker,läkte,läkt,
C1,att,tillbe,,tillber,tillbad,tillbett,
C1,att,bubbla,,bubblar,bubblade,bubblat,
C1,att,kväva,,kväver,kvävde,kvävt,
C1,att,motstå,,motstår,motstod,motstått,
C1,att,irritera,,irriterar,irriterade,irriterat,
C1,att,pendla,,pendlar,pendlade,pendlat,
C1,att,trakassera,,trakasserar,trakasserade,trakasserat,
C1,att,ratificera,,ratificerar,ratificerade,ratificerat,
C1,att,kyssa,,kysser,kysste,kysst,
C1,att,avbilda,,avbildar,avbildade,avbildat,
C1,att,tystna,,tystnar,tystnade,tystnat,
C1,att,kriga,,krigar,krigade,krigat,
C1,att,omkomma,,omkommer,omkom,omkommit,
C1,att,försumma,,försummar,försummade,försummat,
C1,att,tillfoga,,tillfogar,tillfogade,tillfogat,
C1,att,cirkulera,,cirkulerar,cirkulerade,cirkulerat,
C1,att,modernisera,,moderniserar,moderniserade,moderniserat,
C1,att,diktera,,dikterar,dikterade,dikterat,
C1,att,knäppa,,knäpper,knäppte,knäppt,
C1,att,studsa,,studsar,studsade,studsat,
C1,att,befordra,,befordrar,befordrade,befordrat,
C1,att,intyga,,intygar,intygade,intygat,
C1,att,vinka,,vinkar,vinkade,vinkat,
C1,att,dumpa,,dumpar,dumpade,dumpat,
C1,att,kollapsa,,kollapsar,kollapsade,kollapsat,
C1,att,borra,,borrar,borrade,borrat,
C1,att,festa,,festar,festade,festat,
C1,att,signera,,signerar,signerade,signerat,
C1,att,experimentera,,experimenterar,experimenterade,experimenterat,
C1,att,anvisa,,anvisar,anvisade,anvisat,
C1,att,återvinna,,återvinner,återvann,återvunnit,
C1,att,frakta,,fraktar,fraktade,fraktat,
C1,att,anslå,,anslår,anslog,anslagit,
C1,att,anknyta,,anknyter,anknöt,anknutit,
C1,att,avskeda,,avskedar,avskedade,avskedat,
C1,att,förkorta,,förkortar,förkortade,förkortat,
C1,att,påträffa,,påträffar,påträffade,påträffat,
C1,att,disponera,,disponerar,disponerade,disponerat,
C1,att,knuffa,,knuffar,knuffade,knuffat,
C1,att,uthärda,,uthärdar,uthärdade,uthärdat,
C1,att,privatisera,,privatiserar,privatiserade,privatiserat,
C1,att,undkomma,,undkommer,undkom,undkommit,
C1,att,blinka,,blinkar,blinkade,blinkat,
C1,att,avlösa,,avlöser,avlöste,avlöst,
C1,att,betvivla,,betvivlar,betvivlade,betvivlat,
C1,att,spinna,,spinner,spann,spunnit,
C1,att,proklamera,,proklamerar,proklamerade,proklamerat,
C1,att,utelämna,,utelämnar,utelämnade,utelämnat,
C1,att,exponera,,exponerar,exponerade,exponerat,
C1,att,tillägna,,tillägnar,tillägnade,tillägnat,
C1,att,vidarebefordra,,vidarebefordrar,vidarebefordrade,vidarebefordrat,
C1,att,frånta,,fråntar,fråntog,fråntagit,
C1,att,lagstifta,,lagstiftar,lagstiftade,lagstiftat,
C1,att,stråla,,strålar,strålade,strålat,
C1,att,utvinna,,utvinner,utvann,utvunnit,
C1,att,samtycka,,samtycker,samtyckte,samtyckt,
C1,att,underkänna,,underkänner,underkände,underkänt,
C1,att,utrusta,,utrustar,utrustade,utrustat,
C1,att,förflyta,,förflyter,förflöt,förflutit,
C1,att,färdigställa,,färdigställer,färdigställde,färdigställt,
C1,att,applådera,,applåderar,applåderade,applåderat,
C1,att,avancera,,avancerar,avancerade,avancerat,
C1,att,skingra,,skingrar,skingrade,skingrat,
C1,att,underordna,,underordnar,underordnade,underordnat,
C1,att,krocka,,krockar,krockade,krockat,
C1,att,spola,,spolar,spolade,spolat,
C1,att,blöda,,blöder,blödde,blött,
C1,att,kryssa,,kryssar,kryssade,kryssat,
C1,att,råna,,rånar,rånade,rånat,
C1,att,anförtro,,anförtro(r),anförtrodde,anförtrott,
C1,att,filtrera,,filtrerar,filtrerade,filtrerat,
C1,att,subventionera,,subventionerar,subventionerade,subventionerat,
C1,att,stressa,,stressar,stressade,stressat,
C1,att,omfamna,,omfamnar,omfamnade,omfamnat,
C1,att,absorbera,,absorberar,absorberade,absorberat,
C1,att,specificera,,specificerar,specificerade,specificerat,
C1,att,klia,,kliar,kliade,kliat,
C1,att,tillgripa,,tillgriper,tillgrep,tillgripit,
C1,att,utdela,,utdelar,utdelade,utdelat,
C1,att,kvalificera,,kvalificerar,kvalificerade,kvalificerat,
C1,att,slicka,,slickar,slickade,slickat,
C1,att,specialisera,,specialiserar,specialiserade,specialiserat,
C1,att,motbevisa,,motbevisar,motbevisade,motbevisat,
C1,att,kräkas,,kräks,kräktes,kräkts,
C1,att,lokalisera,,lokaliserar,lokaliserade,lokaliserat,
C1,att,sammankalla,,sammankallar,sammankallade,sammankallat,
C1,att,fantisera,,fantiserar,fantiserade,fantiserat,
C1,att,förolämpa,,förolämpar,förolämpade,förolämpat,
C1,att,utbetala,,utbetalar,utbetalade,utbetalat,
C1,att,lossna,,lossnar,lossnade,lossnat,
C1,att,borsta,,borstar,borstade,borstat,
C1,att,avtala,,avtalar,avtalade,avtalat,
C1,att,delegera,,delegerar,delegerade,delegerat,
C1,att,raka,,rakar,rakade,rakat,
C1,att,svida,,svider,sved,svidit,
C1,att,mala,,mal,malde,malt,C5: inga verifierade alternativformer. Presens maler är belagd (Wiktionary) men ej tillagd; se #257.
C1,att,hurra,,hurrar,hurrade,hurrat,
C1,att,spilla,,spiller,spillde,spillt,
C1,att,pryda,,pryder,prydde,prytt,
C1,att,karakterisera,,karakteriserar,karakteriserade,karakteriserat,
C1,att,komponera,,komponerar,komponerade,komponerat,
C1,att,betjäna,,betjänar,betjänade,betjänat,
C1,att,förhöra,,förhör,förhörde,förhört,
C1,att,tillmäta,,tillmäter,tillmätte,tillmätt,
C1,att,bredda,,breddar,breddade,breddat,
C1,att,generalisera,,generaliserar,generaliserade,generaliserat,
C1,att,grubbla,,grubblar,grubblade,grubblat,
C1,att,strukturera,,strukturerar,strukturerade,strukturerat,
C1,att,hosta,,hostar,hostade,hostat,
C1,att,rättfärdiga,,rättfärdigar,rättfärdigade,rättfärdigat,
C1,att,navigera,,navigerar,navigerade,navigerat,
C1,att,darra,,darrar,darrade,darrat,
C1,att,bebo,,bebor,bebodde,bebott,
C1,att,instifta,,instiftar,instiftade,instiftat,
C1,att,inrymma,,inrymmer,inrymde,inrymt,
C1,att,knipa,,kniper,knep,knipit,
C1,att,sammanföra,,sammanför,sammanförde,sammanfört,
C1,att,vilseleda,,vilseleder,vilseledde,vilselett,
C1,att,försena,,försenar,försenade,försenat,
C2,att,eskalera,,eskalerar,eskalerade,eskalerat,
C2,att,avvärja,,avvärjer,avvärjde,avvärjt,
C2,att,härma,,härmar,härmade,härmat,
C2,att,repetera,,repeterar,repeterade,repeterat,
C2,att,susa,,susar,susade,susat,
C2,att,kulminera,,kulminerar,kulminerade,kulminerat,
C2,att,avskilja,,avskiljer,avskilde,avskilt,
C2,att,värdesätta,,värdesätter,värdesatte,värdesatt,
C2,att,accelerera,,accelererar,accelererade,accelererat,
C2,att,frige,,friger,frigav,frigett,
C2,att,addera,,adderar,adderade,adderat,
C2,att,beskydda,,beskyddar,beskyddade,beskyddat,
C2,att,blotta,,blottar,blottade,blottat,
C2,att,interagera,,interagerar,interagerade,interagerat,
C2,att,rotera,,roterar,roterade,roterat,
C2,att,inspektera,,inspekterar,inspekterade,inspekterat,
C2,att,orientera,,orienterar,orienterade,orienterat,
C2,att,smeka,,smeker,smekte,smekt,
C2,att,sammanträda,,sammanträder,sammanträdde,sammanträtt,
C2,att,förplikta,,förpliktar,förpliktade,förpliktat,
C2,att,häkta,,häktar,häktade,häktat,
C2,att,omringa,,omringar,omringade,omringat,
C2,att,ödelägga,,ödelägger,ödelade,ödelagt,
C2,att,besvära,,besvärar,besvärade,besvärat,
C2,att,uppdra,,uppdrar,uppdrog,uppdragit,
C2,att,gunga,,gungar,gungade,gungat,
C2,att,vattna,,vattnar,vattnade,vattnat,
C2,att,besätta,,besätter,besatte,besatt,
C2,att,återlämna,,återlämnar,återlämnade,återlämnat,
C2,att,sjösätta,,sjösätter,sjösatte,sjösatt,
C2,att,komplicera,,komplicerar,komplicerade,komplicerat,
C2,att,putsa,,putsar,putsade,putsat,
C2,att,bemästra,,bemästrar,bemästrade,bemästrat,
C2,att,stapla,,staplar,staplade,staplat,
C2,att,berättiga,,berättigar,berättigade,berättigat,
C2,att,förråda,,förråder,förrådde,förrått,
C2,att,lossa,,lossar,lossade,lossat,
C2,att,dofta,,doftar,doftade,doftat,
C2,att,alstra,,alstrar,alstrade,alstrat,
C2,att,värka,,värker,värkte,värkt,
C2,att,inställa,,inställer,inställde,inställt,
C2,att,programmera,,programmerar,programmerade,programmerat,
C2,att,gjuta,,gjuter,göt,gjutit,
C2,att,smörja,,smörjer,smorde,smort,
C2,att,ådra,,ådrar,ådrade,ådrat,
C2,att,konsultera,,konsulterar,konsulterade,konsulterat,
C2,att,återuppliva,,återupplivar,återupplivade,återupplivat,
C2,att,utsända,,utsänder,utsände,utsänt,
C2,att,förstora,,förstorar,förstorade,förstorat,
C2,att,överträda,,överträder,överträdde,överträtt,
C2,att,imitera,,imiterar,imiterade,imiterat,
C2,att,skissera,,skisserar,skisserade,skisserat,
C2,att,flamma,,flammar,flammade,flammat,
C2,att,försona,,försonar,försonade,försonat,
C2,att,utlämna,,utlämnar,utlämnade,utlämnat,
C2,att,annullera,,annullerar,annullerade,annullerat,
C2,att,förvirra,,förvirrar,förvirrade,förvirrat,
C2,att,larma,,larmar,larmade,larmat,
C2,att,mätta,,mättar,mättade,mättat,
C2,att,övernatta,,övernattar,övernattade,övernattat,
C2,att,instruera,,instruerar,instruerade,instruerat,
C2,att,rengöra,,rengör,rengjorde,rengjort,
C2,att,tillmötesgå,,tillmötesgår,tillmötesgick,tillmötesgått,
C2,att,avla,,avlar,avlade,avlat,
C2,att,återbetala,,återbetalar,återbetalade,återbetalat,
C2,att,beväpna,,beväpnar,beväpnade,beväpnat,
C2,att,glänsa,,glänser,glänste,glänst,
C2,att,deponera,,deponerar,deponerade,deponerat,
C2,att,medfölja,,medföljer,medföljde,medföljt,
C2,att,koordinera,,koordinerar,koordinerade,koordinerat,
C2,att,pipa,,piper,pep,pipit,
C2,att,gräla,,grälar,grälade,grälat,
C2,att,ljuda,,ljuder,ljöd,ljudit,
C2,att,debitera,,debiterar,debiterade,debiterat,
C2,att,dundra,,dundrar,dundrade,dundrat,
C2,att,rekonstruera,,rekonstruerar,rekonstruerade,rekonstruerat,
C2,att,arkivera,,arkiverar,arkiverade,arkiverat,
C2,att,strejka,,strejkar,strejkade,strejkat,
C2,att,stinka,,stinkar,stinkade,stinkat,
C2,att,frikänna,,frikänner,frikände,frikänt,
C2,att,hetta,,hettar,hettade,hettat,
C2,att,rådfråga,,rådfrågar,rådfrågade,rådfrågat,
C2,att,svälla,,svällar,svällade,svällat,
C2,att,valla,,vallar,vallade,vallat,
C2,att,anskaffa,,anskaffar,anskaffade,anskaffat,
C2,att,bestiga,,bestiger,besteg,bestigit,
C2,att,översvämma,,översvämmar,översvämmade,översvämmat,
C2,att,rangordna,,rangordnar,rangordnade,rangordnat,
C2,att,grädda,,gräddar,gräddade,gräddat,
C2,att,multiplicera,,multiplicerar,multiplicerade,multiplicerat,
C2,att,koda,,kodar,kodade,kodat,
C2,att,bemanna,,bemannar,bemannade,bemannat,
C2,att,dekorera,,dekorerar,dekorerade,dekorerat,
C2,att,ackumulera,,ackumulerar,ackumulerade,ackumulerat,
C2,att,assistera,,assisterar,assisterade,assisterat,
C2,att,efterfölja,,efterföljer,efterföljde,efterföljt,
C2,att,stelna,,stelnar,stelnade,stelnat,
C2,att,restaurera,,restaurerar,restaurerade,restaurerat,
C2,att,stöna,,stönar,stönade,stönat,
C2,att,återse,,återser,återsåg,återsett,
C2,att,fresta,,frestar,frestade,frestat,
C2,att,yla,,ylar,ylade,ylat,
C2,att,ströva,,strövar,strövade,strövat,
C2,att,återupptäcka,,återupptäcker,återupptäckte,återupptäckt,
C2,att,kila,,kilar,kilade,kilat,
C2,att,kalkylera,,kalkylerar,kalkylerade,kalkylerat,
C2,att,betinga,,betingar,betingade,betingat,
C2,att,förorena,,förorenar,förorenade,förorenat,
C2,att,infektera,,infekterar,infekterade,infekterat,
C2,att,limma,,limmar,limmade,limmat,
C2,att,innesluta,,innesluter,inneslöt,inneslutit,
C2,att,eskortera,,eskorterar,eskorterade,eskorterat,
C2,att,förbrylla,,förbryllar,förbryllade,förbryllat,
C2,att,diagnostisera,,diagnostiserar,diagnostiserade,diagnostiserat,
C2,att,sammanfoga,,sammanfogar,sammanfogade,sammanfogat,
C2,att,adressera,,adresserar,adresserade,adresserat,
C2,att,centrera,,centrerar,centrerade,centrerat,
C2,att,förestå,,förestår,förestod,förestått,
C2,att,avdela,,avdelar,avdelade,avdelat,
C2,att,returnera,,returnerar,returnerade,returnerat,
C2,att,stadfästa,,stadfäster,stadfäste,stadfäst,
C2,att,massera,,masserar,masserade,masserat,
C2,att,förvarna,,förvarnar,förvarnade,förvarnat,
C2,att,ledsaga,,ledsagar,ledsagade,ledsagat,
C2,att,chockera,,chockerar,chockerade,chockerat,
C2,att,vidröra,,vidrör,vidrörde,vidrört,
C2,att,snarka,,snarkar,snarkade,snarkat,
C2,att,tunna,,tunnar,tunnade,tunnat,
C2,att,fela,,felar,felade,felat,
C2,att,ånga,,ångar,ångade,ångat,
C2,att,planlägga,,planlägger,planlade,planlagt,
C2,att,kodifiera,,kodifierar,kodifierade,kodifierat,
C2,att,betygsätta,,betygsätter,betygsatte,betygsatt,betygssätta är en stavningsvariant (ej ålderdomlig) av betygsätta.
C2,att,gnida,,gnider,gned,gnidit,
C2,att,gnistra,,gnistrar,gnistrade,gnistrat,
C2,att,inkassera,,inkasserar,inkasserade,inkasserat,
C2,att,uppkalla,,uppkallar,uppkallade,uppkallat,
C2,att,försegla,,förseglar,förseglade,förseglat,
C2,att,fasta,,fastar,fastade,fastat,
C2,att,inlämna,,inlämnar,inlämnade,inlämnat,
C2,att,sammankoppla,,sammankopplar,sammankopplade,sammankopplat,
C2,att,mosa,,mosar,mosade,mosat,
C2,att,gradera,,graderar,graderade,graderat,
C2,att,brodera,,broderar,broderade,broderat,
C2,att,överväldiga,,överväldigar,överväldigade,överväldigat,
C2,att,rea,,rear,reade,reat,
C2,att,böna,,bönar,bönade,bönat,
C2,att,avtäcka,,avtäcker,avtäckte,avtäckt,
C2,att,differentiera,,differentierar,differentierade,differentierat,
C2,att,projektera,,projekterar,projekterade,projekterat,
C2,att,bönfalla,,bönfallar,bönfallade,bönfallat,
C2,att,klibba,,klibbar,klibbade,klibbat,
C2,att,formge,,formger,formgav,formgett,
C2,att,pina,,pinar,pinade,pinat,
C2,att,undervärdera,,undervärderar,undervärderade,undervärderat,
C2,att,auktorisera,,auktoriserar,auktoriserade,auktoriserat,
C2,att,kurera,,kurerar,kurerade,kurerat,
C2,att,avvara,,avvarar,avvarade,avvarat,
C2,att,brådska,,brådskar,brådskade,brådskat,
C2,att,anträffa,,anträffar,anträffade,anträffat,
C2,att,överräcka,,överräcker,överräckte,överräckt,
C2,att,artikulera,,artikulerar,artikulerade,artikulerat,
C2,att,reklamera,,reklamerar,reklamerade,reklamerat,
C2,att,överse,,överser,översåg,översett,
C2,att,flanera,,flanerar,flanerade,flanerat,
C2,att,förbluffa,,förbluffar,förbluffade,förbluffat,
C2,att,pantsätta,,pantsätter,pantsatte,pantsatt,
C2,att,bullra,,bullrar,bullrade,bullrat,
C2,att,måtta,,måttar,måttade,måttat,
C2,att,baktala,,baktalar,baktalade,baktalat,
C2,att,slutta,,sluttar,sluttade,sluttat,
C2,att,trasa,,trasar,trasade,trasat,
C2,att,förutbestämma,,förutbestämmer,förutbestämde,förutbestämt,
C2,att,avresa,,avreser,avreste,avrest,
C2,att,transplantera,,transplanterar,transplanterade,transplanterat,
C2,att,grönska,,grönskar,grönskade,grönskat,
C2,att,skrynkla,,skrynklar,skrynklade,skrynklat,
C2,att,åska,,åskar,åskade,åskat,
C2,att,gravera,,graverar,graverade,graverat,
C2,att,maka,,makar,makade,makat,
C2,att,subtrahera,,subtraherar,subtraherade,subtraherat,
C2,att,nolla,,nollar,nollade,nollat,
C2,att,återgälda,,återgäldar,återgäldade,återgäldat,
C2,att,bräda,,brädar,brädade,brädat,
C2,att,mottaga,,mottager,mottog,mottagit,
C2,att,docka,,dockar,dockade,dockat,
C2,att,raffinera,,raffinerar,raffinerade,raffinerat,
C2,att,syra,,syrar,syrade,syrat,
C2,att,upphetsa,,upphetsar,upphetsade,upphetsat,
C2,att,planta,,plantar,plantade,plantat,
